2017-05-05 22:28:29,570 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [primary]
2017-05-05 22:28:29,594 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000261: Table found: sdk.virtual_machine_application_tag
2017-05-05 22:28:29,594 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [app_id, host_id]
2017-05-05 22:28:29,595 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: [fk_nnatq6y72k411p3h4kukiy2km, fk_4mp5rpnyi0m6qp46t40xtol7l]
2017-05-05 22:28:29,595 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [fk_nnatq6y72k411p3h4kukiy2km, primary]
2017-05-05 22:28:29,615 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000261: Table found: sdk.virtual_machine_domain
2017-05-05 22:28:29,615 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [domain_id, creator, disk, domain_name, delete_time, memory, create_time, instances, cpu, description, version, status]
2017-05-05 22:28:29,615 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: []
2017-05-05 22:28:29,615 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [primary]
2017-05-05 22:28:29,643 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000261: Table found: sdk.virtual_machine_group
2017-05-05 22:28:29,643 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000037: Columns: [creator, delete_time, memory, create_time, group_name, instances, cpu, description, version, domain_id, disk, group_id, status]
2017-05-05 22:28:29,644 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000108: Foreign keys: []
2017-05-05 22:28:29,644 [main] INFO  org.hibernate.tool.hbm2ddl.TableMetadata - HHH000126: Indexes: [primary]
2017-05-05 22:28:29,647 [main] INFO  org.hibernate.tool.hbm2ddl.SchemaUpdate - HHH000232: Schema update complete
2017-05-05 22:28:29,680 [main] WARN  org.hibernate.jpa.internal.EntityManagerFactoryRegistry - HHH000436: Entity manager factory name (persistenceUnit) is already registered.  If entity manager will be clustered or passivated, specify a unique value for property 'hibernate.ejb.entitymanager_factory_name'
2017-05-05 22:28:29,681 [main] INFO  org.springframework.beans.factory.support.DefaultListableBeanFactory - Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@50f40653: defining beans [org.springframework.context.support.PropertySourcesPlaceholderConfigurer#0,org.springframework.context.config.internalBeanConfigurerAspect,org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.context.annotation.internalPersistenceAnnotationProcessor,properties,dataSource,transactionManager,org.springframework.transaction.config.internalTransactionAspect,entityManagerFactory,org.springframework.context.annotation.ConfigurationClassPostProcessor.importAwareProcessor]; root of factory hierarchy
2017-05-05 22:28:29,686 [main] INFO  org.springframework.beans.factory.config.PropertiesFactoryBean - Loading properties file from file [D:\GGCloud-Origin\private_cloud_sdk\target\classes\META-INF\spring\config.properties]
2017-05-05 22:28:30,083 [main] INFO  com.sinoparasoft.config.StaticApplicationConfiguration - �ɹ�������Ϣ����
